SOC,V,I,T
50.98040771,342.875,-80.1000061,8.5
50.98040771,343.625,-69.6000061,8.5
50.98040771,344.25,-62.25000381,8.5
50.98040771,344.5625,-59.47500229,8.5
50.98040771,344.75,-57.60000229,8.5
50.98040771,345.25,-51.15000153,8.5
50.98040771,345.5,-49.35000229,8.5
50.98040771,345.375,-49.20000076,8.5
50.98040771,345.375,-50.6850029,8.5
50.98040771,345.375,-49.95000076,8.5
50.98040771,345.375,-53.10000229,8.5
50.98040771,345,-53.85000229,8.5
50.98040771,344.875,-57.60000229,8.5
50.98040771,344.7125,-59.13000145,8.5
50.98040771,344.375,-63.45000076,8.5
50.98040771,344.125,-65.40000153,8.5
50.98040771,344.75,-59.10000229,8.5
50.98040771,344.75,-59.10000229,8.5
50.98040771,344.625,-60.30000305,8.5
50.98040771,344.875,-56.89500237,8.5
50.98040771,344.875,-56.85000229,8.5
50.98040771,345,-54.15000153,8.5
50.98040771,345,-54.30000305,8.5
50.98040771,344.875,-57.15000153,8.5
50.98040771,345.03125,-53.3625021,9.5
50.98040771,345.125,-53.25000381,9.5
50.98040771,345.125,-52.50000381,9.5
50.98040771,345.25,-51.90000153,9.5
50.98040771,344.625,-59.40000153,9.5
50.98040771,344.5,-61.05000305,9.5
50.98040771,344.375,-62.10000229,9.5
50.98040771,344.375,-63.15000153,9.5
50.98040771,344.5,-60.45000076,9.5
50.98040771,344.5,-59.40000153,9.5
50.98040771,344.3875,-63.06000213,9.5
50.98040771,344.125,-66,9.5
50.98040771,343.25,-75.45000458,9.5
50.98040771,342.375,-86.70000458,9.5
50.98040771,342.125,-90,9.5
50.98040771,342.0125,-91.425,9.5
50.98040771,342.125,-90.75,9.5
50.98040771,342.25,-88.80000305,9.5
50.98040771,342.625,-82.3500061,9.5
50.98040771,342.625,-82.3500061,9.5
50.98040771,342.75,-80.40000153,9.5
50.98040771,342.975,-75.6600029,9.5
50.98040771,343,-75.30000305,9.5
50.98040771,343.25,-73.20000458,9.5
50.98040771,343.375,-70.5,9.5
50.98040771,343.375,-72.30000305,9.5
50.98040771,349.0375,8.099999617,9.5
50.98040771,351.625,43.20000076,9.5
50.98040771,352.375,45.60000229,9.5
50.98040771,343.625,-71.8500061,9.5
50.58825302,342.75,-82.5,9.5
50.58825302,341.21875,-101.9062528,9.5
50.58825302,339.5,-123.0000076,9.5
50.58825302,339.375,-124.2000046,9.5
50.58825302,339.25,-122.5500031,9.5
50.58825302,339.375,-121.6500015,9.5
50.58825302,341.9375,-85.42500343,9.5
50.58825302,344.125,-59.70000076,9.5
50.58825302,343.75,-62.40000153,9.5
50.58825302,343.375,-69.45000458,9.5
50.58825302,343,-71.55000305,9.5
50.58825302,342.85,-74.88000412,9.5
50.58825302,342.625,-76.5,9.5
50.58825302,343.5,-67.80000305,9.5
50.58825302,343.75,-62.25000381,9.5
50.58825302,343.75,-62.25000381,9.5
50.58825302,344,-60.00000381,9.5
50.58825302,344.475,-54.60000076,9.5
50.58825302,344.5,-54.45000076,9.5
50.58825302,344.375,-54.90000153,9.5
50.58825302,344.375,-54.90000153,9.5
50.58825302,344.25,-56.10000229,9.5
50.58825302,343.9125,-61.39500313,9.5
50.58825302,343.875,-62.25000381,9.5
50.58825302,343.75,-63.90000153,9.5
50.58825302,343.625,-64.2818222,9.5
50.58825302,343.625,-63.60000229,9.5
50.58825302,343.4375,-65.70000458,9.5
50.58825302,343.5,-65.1000061,9.5
50.58825302,343.375,-68.1000061,9.5
50.58825302,342.875,-74.40000153,9.5
50.58825302,342.375,-81,9.5
50.58825302,341.7875,-87.76500473,9.5
50.58825302,341.875,-86.40000153,9.5
50.58825302,341.75,-87.6000061,9.5
50.58825302,341.625,-88.05000305,9.5
50.58825302,341.5,-92.55000305,9.5
50.58825302,341.85,-83.97000427,9.5
50.58825302,341.625,-86.40000153,9.5
50.58825302,341.875,-85.80000305,9.5
50.58825302,342,-81,9.5
50.58825302,342,-81,9.5
50.58825302,341.75,-84,9.5
50.58825302,342.8125,-71.73000336,9.5
50.58825302,342.875,-70.80000305,9.5
50.58825302,343.375,-64.20000458,9.5
50.58825302,343.875,-56.70000076,9.5
50.58825302,344.125,-54.90000153,9.5
50.58825302,343.9625,-56.04000168,9.5
50.58825302,344,-55.95000076,9.5
50.58825302,344.25,-53.25000381,9.5
50.58825302,344.125,-55.80000305,9.5
50.58825302,343.625,-61.35000229,9.5
50.58825302,343.3125,-66.67500306,9.5
50.58825302,343.375,-65.40000153,9.5
50.58825302,343.5,-63.00000381,9.5
50.58825302,344.125,-54.30000305,9.5
50.58825302,344.5,-51.75000381,9.5
50.58825302,344.625,-49.65000153,9.5
50.58825302,344.125,-54.75000381,9.5
50.19609451,343.75,-59.70000076,9.5
50.19609451,343.75,-57.90000153,9.5
50.19609451,344.25,-54.60000229,9.5
50.19609451,344.3625,-52.36500091,9.5
50.19609451,344.25,-53.85000229,9.5
50.19609451,344.25,-53.85000229,9.5
50.19609451,344.5,-51.90000153,9.5
50.19609451,344.5,-51.90000153,9.5
50.19609451,344.375,-52.05000305,9.5
50.19609451,342.5875,-75.48000564,9.5
50.19609451,342.5,-76.3500061,9.5
50.19609451,341.625,-86.70000458,9.5
50.19609451,340.875,-98.25000763,9.5
50.19609451,340.375,-102.6000061,9.5
50.19609451,339.825,-106.965004,9.5
50.19609451,339.75,-107.5500031,9.5
50.19609451,339.875,-106.8000031,9.5
50.19609451,340.75,-94.20000458,9.5
50.19609451,340.875,-92.55000305,9.5
50.19609451,345.9375,-22.87500191,9.5
50.19609451,350.625,38.85000229,9.5
50.19609451,343.625,-57.90000153,9.5
50.19609451,342,-77.8500061,9.5
50.19609451,345.5,-32.25,9.5
50.19609451,342.775,-70.41000366,9.5
50.19609451,342.25,-74.40000153,9.5
50.19609451,344.6,-46.08000068,9.5
50.19609451,346,-27.60000038,9.5
50.19609451,348.5,6.300000191,9.5
50.19609451,347.375,-12.01500053,9.5
50.19609451,346.25,-27.00000191,9.5
50.19609451,346,-29.85000038,9.5
50.19609451,346.125,-28.80000114,9.5
50.19609451,346.125,-28.80000114,9.5
50.19609451,346.125,-28.35000038,9.5
50.19609451,345.9,-33.76500225,9.5
50.19609451,345.875,-34.35000229,9.5
50.19609451,345.625,-38.70000076,9.5
50.19609451,344.375,-53.40000153,9.5
50.19609451,343.625,-65.40000153,9.5
50.19609451,343.05,-69.69000321,9.5
50.19609451,343.125,-68.70000458,9.5
50.19609451,343.125,-68.1000061,9.5
50.19609451,343.25,-65.1000061,9.5
50.19609451,343.125,-66,9.5
50.19609451,343.4375,-63.07500267,9.5
50.19609451,343.375,-64.05000305,9.5
50.19609451,343.375,-61.80000305,9.5
50.19609451,343.875,-57.90000153,9.5
50.19609451,343.5,-62.70000076,9.5
50.19609451,343.4125,-63.13500099,9.5
50.19609451,343.5,-62.40000153,9.5
50.19609451,342.875,-69.75,9.5
50.19609451,342.5,-72.6000061,9.5
50.19609451,342.125,-79.20000458,9.5
50.19609451,341.975,-81.66000595,9.5
50.19609451,341.75,-82.20000458,9.5
50.19609451,342.25,-75.75,9.5
50.19609451,341.875,-78.90000153,9.5
50.19609451,341.875,-78.90000153,9.5
49.0196228,342,-75.75,9.5
49.0196228,342.2625,-75.63000183,9.5
49.0196228,342.25,-75.90000153,9.5
49.0196228,341.9,-79.26000519,9.5
49.0196228,341.75,-80.8500061,9.5
49.0196228,342.125,-75.30000305,9.5
49.0196228,342.25,-74.1000061,9.5
49.0196228,342.375,-70.05000305,9.5
49.0196228,342.125,-74.8500061,9.5
49.0196228,342.375,-74.40000153,9.5
49.0196228,343,-63.00000381,9.5
49.0196228,342.375,-70.65000153,9.5
49.0196228,342.25,-72,9.5
49.0196228,342.375,-71.40000153,9.5
49.0196228,341.75,-78.6000061,9.5
49.0196228,341.75,-78.6000061,9.5
49.0196228,341.75,-79.20000458,9.5
49.0196228,341.5,-82.5,9.5
49.0196228,341.625,-80.70000458,9.5
49.0196228,341.75,-79.20000458,9.5
49.0196228,341.75,-75.6000061,9.5
49.0196228,342.125,-71.70000458,9.5
49.0196228,342.375,-68.8500061,9.5
49.0196228,342.2,-70.83000183,9.5
49.0196228,342.125,-72.45000458,9.5
49.0196228,342.5375,-65.94000397,9.5
49.0196228,342.625,-65.1000061,9.5
49.0196228,342.625,-65.1000061,9.5
49.0196228,342.875,-62.25000381,9.5
49.0196228,342.625,-65.70000458,9.5
49.0196228,342.75,-65.55000305,9.5
49.0196228,342.8625,-62.56500358,9.5
49.0196228,342.75,-65.40000153,9.5
49.0196228,342.875,-63.00000381,9.5
49.0196228,342.875,-61.80000305,9.5
49.0196228,342.875,-61.80000305,9.5
49.0196228,343,-61.20000076,9.5
49.0196228,342.8875,-62.43000297,9.5
49.0196228,342.875,-62.55000305,9.5
49.0196228,342.875,-63.75000381,9.5
49.0196228,342.75,-64.80000305,9.5
49.0196228,342.5,-65.55000305,9.5
49.0196228,342.4125,-66.8100029,9.5
49.0196228,342.375,-66.90000153,9.5
49.0196228,342.5,-65.70000458,9.5
49.0196228,342.5,-66.15000153,9.5
49.0196228,342.375,-66.6000061,9.5
49.0196228,341.875,-72.75000382,9.5
49.0196228,341.75,-75.30000305,9.5
49.0196228,341.875,-71.70000458,9.5
49.0196228,341.875,-73.20000458,9.5
49.0196228,342.125,-68.55000305,9.5
49.0196228,341.875,-71.64000473,9.5
49.0196228,341.875,-72.90000153,9.5
49.0196228,342.125,-68.55000305,9.5
49.0196228,341.875,-71.70000458,9.5
49.0196228,341.875,-70.20000458,9.5
49.0196228,341.6375,-73.60500184,9.5
49.0196228,341.75,-73.20000458,9.5
49.0196228,341.75,-72.30000305,9.5
48.2353096,341.75,-73.05000305,9.5
48.2353096,341.75,-73.05000305,9.5
48.2353096,342,-68.40000153,9.5
48.2353096,342.3375,-64.17000237,9.5
48.2353096,342.375,-63.60000229,9.5
48.2353096,342.625,-60.30000305,9.5
48.2353096,342.125,-66,9.5
48.2353096,342,-68.1000061,9.5
48.2353096,341.95,-69.075,9.5
48.2353096,341.875,-69.75,9.5
48.2353096,342,-68.40000153,9.5
48.2353096,342.25,-64.05000305,9.5
48.2353096,342.375,-61.35000229,9.5
48.2353096,342.5,-62.62500191,9.5
48.2353096,342.5,-62.10000229,9.5
48.2353096,342.5,-62.55000305,9.5
48.2353096,342.375,-63.60000229,9.5
48.2353096,342.25,-66.15000153,9.5
48.2353096,342.0375,-66.73500137,9.5
48.2353096,342.125,-64.95000458,9.5
48.2353096,342.125,-67.20000458,9.5
48.2353096,342.25,-65.40000153,9.5
48.2353096,342,-67.05000305,9.5
48.2353096,341.75,-71.61000443,9.5
48.2353096,341.75,-70.80000305,9.5
48.2353096,341.875,-70.5,9.5
48.2353096,342,-66.6000061,9.5
48.2353096,342,-66.19091104,9.5
48.2353096,342,-66.15000153,9.5
48.2353096,342.2375,-64.11000138,9.5
48.2353096,342.25,-63.90000153,9.5
48.2353096,341.75,-69.45000458,9.5
48.2353096,342.125,-64.3500061,9.5
48.2353096,342.625,-58.15500145,9.5
48.2353096,342.975,-54.21000289,9.5
48.2353096,343.125,-52.50000381,9.5
48.2353096,342.875,-53.70000076,9.5
48.2353096,342.5,-59.10000229,9.5
48.2353096,342.25,-63.90000153,9.5
48.2353096,342,-65.62500382,9.5
48.2353096,342,-65.8500061,9.5
48.2353096,342,-64.95000458,9.5
48.2353096,342.25,-64.5,9.5
48.2353096,341.95,-66.42000046,9.5
48.2353096,341.9375,-66.10500107,9.5
48.2353096,341.5,-71.25,9.5
48.2353096,341.5,-71.70000458,9.5
48.2353096,341.25,-75.6000061,9.5
48.2353096,341.125,-77.28000184,9.5
48.2353096,341.075,-76.71000443,9.5
48.2353096,340.625,-81.30000305,9.5
48.2353096,340.875,-77.55000305,9.5
48.2353096,340.625,-81.30000305,9.5
48.2353096,340.625,-81.30000305,9.5
48.2353096,340.625,-81.15000153,9.5
48.2353096,340.775,-78.60000153,9.5
48.2353096,340.75,-78.90000153,9.5
48.2353096,341,-75,9.5
48.2353096,341.125,-72.30000305,9.5
48.2353096,341.375,-69.6000061,9.5
47.4509964,341.875,-63.30000305,9.5
47.4509964,341.25,-69.90000153,9.5
47.4509964,341.25,-69,9.5
47.4509964,341.125,-72.30000305,9.5
47.4509964,341.375,-68.70000458,9.5
47.4509964,341.75,-63.82500267,9.5
47.4509964,342,-61.35000229,9.5
47.4509964,342.25,-57.00000381,9.5
47.4509964,341.6704545,-65.49545774,9.5
47.4509964,341.75,-64.3500061,9.5
47.4509964,341.75,-66.6000061,9.5
47.4509964,341.625,-65.70000458,9.5
47.4509964,341.875,-61.35000229,9.5
47.4509964,341.75,-63.60000229,9.5
47.4509964,341.9,-63.12000313,9.5
47.4509964,342.075,-61.80000343,9.5
47.4509964,341.625,-64.5,9.5
47.4509964,341.75,-63.30000305,9.5
47.4509964,341.625,-66.6000061,9.5
47.4509964,341.625,-66.6000061,9.5
47.4509964,341.5,-67.5,9.5
47.4509964,341.3,-69.42000199,9.5
47.4509964,341.25,-69.90000153,9.5
47.4509964,341.375,-68.1000061,9.5
47.4509964,341,-71.70000458,9.5
47.4509964,341,-73.20000458,9.5
47.4509964,341.25,-69.21000137,9.5
47.4509964,341.25,-69.75,9.5
47.4509964,341.625,-64.05000305,9.5
47.4509964,342.25,-56.70000076,9.5
47.4509964,342.125,-57.30000305,9.5
47.4509964,341.9375,-61.20000076,9.5
47.4509964,341.875,-61.20000076,9.5
47.4509964,341.625,-64.80000305,9.5
47.4509964,341.25,-69.30000305,9.5
47.4509964,341.625,-64.65000153,9.5
47.4509964,341.45,-67.05000305,9.5
47.4509964,341.625,-67.05000305,9.5
47.4509964,341.75,-64.20000458,9.5
47.4509964,341.375,-64.20000458,9.5
47.4509964,341.5,-64.95000458,9.5
47.4509964,341.4875,-65.52000199,9.5
47.4509964,341.375,-66.64091491,9.5
47.4509964,341.375,-67.05000305,9.5
47.4509964,341.125,-71.40000153,9.5
47.4509964,341.125,-71.40000153,9.5
47.4509964,341.125,-68.55000305,9.5
47.4509964,340.9875,-71.25,9.5
47.4509964,341,-71.25,9.5
47.4509964,341.125,-67.5,9.5
47.4509964,340.8522727,-67.65000153,9.5
47.4509964,340.75,-67.65000153,9.5
47.4509964,340.8875,-72.78000412,9.5
47.4509964,341,-71.70000458,9.5
47.4509964,340.625,-75.15000153,9.5
47.4509964,340.875,-69.45000458,9.5
47.4509964,341,-69.6000061,9.5
47.4509964,341.1875,-67.05000306,9.5
47.4509964,341,-68.40000153,9.5
47.4509964,341.625,-59.40000153,9.5
46.6666832,342,-57.00000381,9.5
46.6666832,342,-56.70000076,9.5
46.6666832,342.125,-56.23500328,9.5
46.6666832,342.125,-55.50000381,9.5
46.6666832,341.875,-59.55000305,9.5
46.6666832,341.875,-59.55000305,9.5
46.6666832,341.875,-57.90000153,9.5
46.6666832,341.7625,-57.87000161,9.5
46.6666832,341.8181818,-58.44545677,9.5
46.6666832,341.25,-66.90000153,9.5
46.6666832,341.25,-64.5,9.5
46.6666832,341.25,-64.5,9.5
46.6666832,341.375,-64.80000305,9.5
46.6666832,341.125,-66.30000305,9.5
46.6666832,341.125,-66.30000305,9.5
46.6666832,341.05,-68.2200058,9.5
46.6666832,340.9047619,-70.16429065,9.5
46.6666832,340.7857143,-71.80714634,9.5
46.6666832,340.8375,-69.57000199,9.5
46.6666832,341.0340909,-68.01818432,9.5
46.6666832,341.125,-66.18000488,9.5
46.6666832,341.125,-65.1000061,9.5
46.6666832,341,-67.65000153,9.5
46.6666832,341.0625,-66.37500382,9.5
46.6666832,341.0681818,-66.62727495,9.5
46.6666832,341,-66.30000305,9.5
46.6666832,341,-66.30000305,9.5
46.6666832,341.075,-66.97500153,9.5
46.6666832,341.325,-63.87000199,9.5
46.6666832,341.5,-60.30000305,9.5
46.6666832,341.375,-62.58000259,9.5
46.6666832,341.375,-62.70000076,9.5
46.6666832,340.875,-70.65000153,9.5
46.6666832,340.875,-70.07727398,9.5
46.6666832,340.875,-67.5,9.5
46.6666832,340.875,-70.80000305,9.5
46.6666832,340.875,-68.40000153,9.5
46.6666832,340.4204545,-74.12727703,9.5
46.6666832,340.375,-74.70000458,9.5
46.6666832,340.725,-69.6150032,9.5
46.6666832,340.75,-69.30000305,9.5
46.6666832,340.625,-70.5,9.5
46.6666832,340.625,-69.90000153,9.5
46.6666832,340.875,-67.20000458,9.5
46.6666832,341.125,-63.45000076,9.5
46.6666832,341.125,-63.45000076,9.5
46.6666832,340.875,-67.5,9.5
46.6666832,341,-67.05000305,9.5
46.6666832,340.75,-69,9.5
46.6666832,340.625,-70.20000077,9.5
46.6666832,340.375,-72.75,9.5
46.6666832,340.625,-69.30000305,9.5
46.6666832,340.25,-73.95000458,9.5
46.6666832,340.125,-73.65000153,9.5
46.6666832,340,-78.3,9.5
46.6666832,340,-77.25,9.5
46.6666832,340.25,-72.45000458,9.5
46.6666832,340.625,-70.3500061,9.5
46.6666832,340.875,-64.65000153,9.5
46.6666832,340.875,-63.90000153,9.5
45.88236618,340.625,-68.70000458,9.5
45.88236618,340.625,-67.20000458,9.5
45.88236618,340.375,-71.1000061,9.5
45.88236618,340.375,-71.1000061,9.5
45.88236618,340.625,-67.5,9.5
45.88236618,340.6375,-67.3800003,9.5
45.88236618,340.625,-67.5,9.5
45.88236618,340.75,-63.00000381,9.5
45.88236618,340.75,-65.40000153,9.5
45.88236618,340.875,-65.1000061,9.5
45.88236618,340.9125,-64.0800045,9.5
45.88236618,340.875,-64.3500061,9.5
45.88236618,341,-64.65000153,9.5
45.88236618,340.75,-65.40000153,9.5
45.88236618,340.625,-66.90000153,9.5
45.88236618,340.25,-70.57500458,9.5
45.88236618,340.2386364,-70.55455017,9.5
45.88236618,340.375,-70.80000305,9.5
45.88236618,340.375,-71.55000305,9.5
45.88236618,340.5,-67.05000305,9.5
45.88236618,340.1,-72.84000244,9.5
45.88236618,339.75,-76.20000458,9.5
45.88236618,339.875,-76.20000458,9.5
45.88236618,339.625,-80.25,9.5
45.88236618,339.625,-77.40000153,9.5
45.88236618,339.9125,-73.725,9.5
45.88236618,340.25,-69,9.5
45.88236618,340.375,-67.5,9.5
45.88236618,340.5,-67.65000153,9.5
45.88236618,340.5,-67.65000153,9.5
45.88236618,340.75,-64.3500061,10.5
45.88236618,340.3875,-67.35,10.5
45.88236618,340.375,-67.5,10.5
45.88236618,340.25,-69.6000061,10.5
45.88236618,340.3636364,-67.99091062,10.5
45.88236618,340.5,-66.15000153,10.5
45.88236618,340.2,-71.31000214,10.5
45.88236618,340.3636364,-67.71818681,10.5
45.88236618,340.5,-65.1000061,10.5
45.88236618,340.25,-70.80000305,10.5
45.88236618,340,-69.30000305,10.5
45.88236618,340.0625,-70.27500153,10.5
45.88236618,340.125,-68.55000305,10.5
45.88236618,340.25,-68.55000305,10.5
45.88236618,340.375,-66.6000061,10.5
45.88236618,340.375,-65.40000153,10.5
45.88236618,340.1625,-69.04500427,10.5
45.88236618,340.25,-66,10.5
45.88236618,340.5,-64.95000458,10.5
45.88236618,340.125,-68.70000458,10.5
45.88236618,340.25,-67.20000458,10.5
45.88236618,339.4,-77.85000305,10.5
45.88236618,339.625,-73.80000305,10.5
45.88236618,340,-69.90000153,10.5
45.88236618,339.875,-71.1000061,10.5
45.88236618,339.875,-71.1000061,10.5
45.88236618,340.125,-69.90000153,10.5
45.88236618,340.3375,-65.32500458,10.5
45.88236618,340.375,-64.95000458,10.5
45.88236618,340.5,-63.90000153,10.5
45.09805298,340.375,-64.95000458,10.5
45.09805298,340.625,-61.50000381,10.5
45.09805298,340.45,-62.89500275,10.5
45.09805298,340.375,-62.85000229,10.5
45.09805298,340.5,-61.80000305,10.5
45.09805298,340.625,-61.35000229,10.5
45.09805298,340.625,-60.90000153,10.5
45.09805298,340.5,-62.25000381,10.5
45.09805298,340.25,-66.90000153,10.5
45.09805298,340.375,-64.95000458,10.5
45.09805298,340.125,-68.70000458,10.5
45.09805298,340.5,-63.60000229,10.5
45.09805298,340.375,-64.05000305,10.5
45.09805298,340.375,-63.60000229,10.5
45.09805298,340.75,-59.70000076,10.5
45.09805298,340.25,-64.80000305,10.5
45.09805298,340.625,-60.90000153,10.5
45.09805298,340.75,-58.65000153,10.5
45.09805298,340.75,-59.10000229,10.5
45.09805298,340.75,-58.80000305,10.5
45.09805298,340.75,-59.02500343,10.5
45.09805298,340.625,-60.22500228,10.5
45.09805298,340.5,-61.20000076,10.5
45.09805298,340.875,-57.60000229,10.5
45.09805298,340.5,-63.15000153,10.5
45.09805298,340.625,-60.00000381,10.5
45.09805298,340.875,-59.70000076,10.5
45.09805298,340.75,-61.05000305,10.5
45.09805298,341.25,-52.80000305,10.5
45.09805298,341.125,-54.30000305,10.5
45.09805298,341.375,-51.60000229,11
45.09805298,340.75,-58.65000153,11
45.09805298,341,-57.30000305,11
45.09805298,340.75,-58.65000153,11
45.09805298,340.75,-58.65000153,11
45.09805298,340.5,-61.80000305,11
45.09805298,340.575,-63.73500367,11
45.09805298,340.75,-60.90000153,11
45.09805298,340.6388889,-61.13333554,11
45.09805298,340.25,-67.20000458,11
45.09805298,340.125,-68.1000061,11
45.09805298,339.875,-70.05000305,11
45.09805298,339.875,-67.65000153,11
45.09805298,339.625,-71.16000595,11
45.09805298,339.625,-71.70000458,11
45.09805298,339.875,-67.65000153,11
45.09805298,339.875,-69,11
45.09805298,339.875,-69,11
45.09805298,340.125,-65.40000153,11
45.09805298,340.6125,-58.66500358,11
45.09805298,340.625,-58.50000381,11
45.09805298,341,-54.75000381,11
45.09805298,341,-53.70000076,11
45.09805298,340.75,-57.90000153,11
45.09805298,340.625,-58.83000183,11
45.09805298,340.625,-59.10000229,11
45.09805298,340.125,-64.5,11
45.09805298,339.75,-69.90000153,11
45.09805298,339.75,-70.5,11
45.09805298,339.8125,-69.67500306,11
44.70589828,339.875,-68.40000153,11
44.70589828,339.75,-68.55000305,11
44.70589828,339.125,-76.20000458,11
44.70589828,339.125,-77.40000153,11
44.70589828,338.9875,-77.11500473,11
44.70589828,339.25,-73.65000153,11
44.70589828,339.375,-73.80000305,11
44.70589828,339.375,-70.80000305,11
44.70589828,339.625,-68.40000153,11
44.70589828,339.625,-68.55000305,11
44.70589828,339.75,-67.20000458,11
44.70589828,339.625,-67.95000458,11
44.70589828,339.625,-67.95000458,11
44.70589828,339.75,-67.65000153,11
44.70589828,339.6375,-67.42500153,11
44.70589828,339.625,-67.65000153,11
44.70589828,339.875,-65.40000153,11
44.70589828,340,-64.05000305,11
44.70589828,339.75,-66.15000153,11
44.70589828,339.5375,-67.65,11
44.70589828,339.5,-69,11
44.70589828,339.75,-66.90000153,11
44.70589828,339.875,-65.70000458,11
44.70589828,340.25,-59.40000153,11
44.70589828,340.1875,-59.25000381,11
44.70589828,340.1818182,-60.40909368,11
44.70589828,340.25,-60.90000153,11
44.70589828,339.875,-64.65000153,11
44.70589828,340,-62.55000305,11
44.70589828,340.4625,-56.76000099,11
44.70589828,340.375,-58.65000153,11
44.70589828,340.625,-56.25000381,11
44.70589828,340.625,-54.45000076,11
44.70589828,340.625,-54.90000153,11
44.70589828,340.475,-58.6950035,11
44.70589828,340.25,-60.45000076,11
44.70589828,340.375,-58.20000076,11
44.70589828,340.25,-59.55000305,11
44.70589828,340.25,-59.55000305,11
44.70589828,340.125,-62.40000153,11
44.70589828,340.125,-61.20000076,11
44.70589828,340.125,-61.20000076,11
44.70589828,340.375,-57.45000076,11
44.70589828,340.5,-55.95000076,11
44.70589828,340.375,-56.85000229,11
44.70589828,340.75,-54.90000153,11
44.70589828,340.125,-60.00000381,11
44.70589828,339.625,-68.40000153,11
44.70589828,339.375,-72,11
44.70589828,339.75,-66.90000153,11
44.70589828,339.25,-71.1000061,11
44.70589828,339.375,-69.75,11
44.70589828,339.5,-67.20000458,11
44.70589828,339.75,-64.3500061,11
44.70589828,340.125,-60.45000076,11
44.70589828,340,-62.40000153,11
44.70589828,339.875,-61.50000381,11
44.70589828,340.125,-59.10000229,11
44.70589828,340,-62.10000229,11
44.70589828,340.125,-58.80000305,11
43.92158127,340.125,-60.60000229,11
43.92158127,340.5,-56.10000229,11
43.92158127,340.25,-59.40000153,11
43.92158127,340.25,-58.95000267,11
43.92158127,340.3125,-57.45000267,11
43.92158127,340.375,-56.40000153,11
43.92158127,340.5,-54.30000305,11
43.92158127,340.25,-58.80000305,11
43.92158127,340.375,-56.55000305,11
43.92158127,340.375,-58.20000076,11
43.92158127,340.25,-59.40000153,11
43.92158127,340.375,-55.20000076,11
43.92158127,340.5,-56.10000229,11
43.92158127,340.25,-58.20000076,11
43.92158127,339.875,-63.30000305,11
43.92158127,339.875,-62.10000229,11
43.92158127,339.9166667,-63.16666836,11
43.92158127,340.125,-61.50000381,11
43.92158127,340.125,-60.30000305,11
43.92158127,340.125,-59.55000305,11
43.92158127,340.375,-55.50000381,11
43.92158127,340.5,-56.70000076,11
43.92158127,340.375,-57.30000305,11
43.92158127,340.75,-52.20000076,11
43.92158127,340.875,-48.90000153,11
43.92158127,341.375,-43.5,11
43.92158127,341.6875,-39.34500008,11
43.92158127,341.125,-49.20000076,11
43.92158127,339.625,-66.15000153,11
43.92158127,339.125,-72.90000153,11
43.92158127,339.125,-72.90000153,11.5
43.92158127,339.125,-73.80000305,11.5
43.92158127,339.6875,-66.15000439,11.5
43.92158127,339.75,-65.70000458,11.5
43.92158127,339.625,-65.40000153,11.5
43.92158127,339.625,-64.3500061,11.5
43.92158127,340.25,-57.90000153,11.5
43.92158127,338.9125,-73.51500282,11.5
43.92158127,338.5,-79.05000305,11.5
43.92158127,337.125,-97.3500061,11.5
43.92158127,336.25,-106.5000076,11.5
43.92158127,336.75,-100.8000031,11.5
43.92158127,337.125,-94.05000306,11.5
43.92158127,337.125,-93.45000458,11.5
43.92158127,337.375,-90.90000153,11.5
43.92158127,337.875,-82.95000458,11.5
43.92158127,338.125,-80.70000458,11.5
43.92158127,338.5,-75.6000061,11.5
43.92158127,338.625,-72.90000153,11.5
43.92158127,338.875,-69.90000153,11.5
43.92158127,339.375,-64.5,11.5
43.92158127,340.125,-54.90000153,11.5
43.92158127,340.125,-54.75000381,11.5
43.92158127,340.625,-48.45000076,11.5
43.92158127,340.875,-45,11.5
43.92158127,340.875,-45,11.5
43.92158127,340.25,-52.80000305,11.5
43.92158127,340.8875,-45.60000153,11.5
43.92158127,340.875,-45.90000153,11.5
43.92158127,341,-46.65000153,11.5
43.13726807,340.75,-47.70000076,11.5
43.13726807,340.625,-50.85000229,11.5
43.13726807,340.75,-48.12000236,11.5
43.13726807,340.75,-48.30000305,11.5
43.13726807,340,-59.55000305,11.5
43.13726807,339.875,-59.70000076,11.5
43.13726807,339.5,-64.3500061,11.5
43.13726807,339.3125,-67.20000458,11.5
43.13726807,339.25,-67.20000458,11.5
43.13726807,339.5,-64.05000305,11.5
43.13726807,339.125,-69.90000153,11.5
43.13726807,339.375,-64.05000305,11.5
43.13726807,339.0875,-69.93000259,11.5
43.13726807,339,-71.40000153,11.5
43.13726807,339.25,-65.70000458,11.5
43.13726807,339.375,-66.30000305,11.5
43.13726807,339.5,-63.45000076,11.5
43.13726807,339.5125,-62.68500099,11.5
43.13726807,339.625,-62.55000305,11.5
43.13726807,339.875,-58.20000076,11.5
43.13726807,339.75,-59.70000076,11.5
43.13726807,339.625,-61.20000076,11.5
43.13726807,339.5,-61.05000305,11.5
43.13726807,339.625,-60.90000153,11.5
43.13726807,339.875,-58.35000229,11.5
43.13726807,340.25,-53.70000076,11.5
43.13726807,340.25,-52.20000076,11.5
43.13726807,340.125,-55.50000381,11.5
43.13726807,339.625,-61.35000229,11.5
43.13726807,338.125,-80.1000061,11.5
43.13726807,336.25,-104.1000061,11.5
43.13726807,335.875,-108.9000015,11.5
