initial_SOC,final_SOC,altitude,avg_speed,total_distance
100.000030517578,100.000030517578,-3.0617130305626006,7.6423502646707675,4585.410158802462
100.000030517578,100.000030517578,-0.397832120813689,4.7264465954487855,2822.4955636214577
100.000030517578,99.6078720092773,-2.2676675183213035,5.793851363410309,3476.310818046183
100.000030517578,99.2157211303711,-10.155656671131297,11.395269354474832,6837.161612684885
99.6078720092773,97.2549362182617,-10.348317323471889,19.169618317182334,11486.297899203739
99.2157211303711,94.11767578125,0.8014789388608108,28.172703371348618,16880.414555345902
97.2549362182617,90.588264465332,3.5241042362059005,29.30870589989204,17555.983088546407
94.11767578125,88.2353210449219,-3.5862919733406926,29.256362168739035,17524.62025249995
90.588264465332,85.0980682373047,6.246291968835493,29.11543692016517,17439.73524350288
100.000030517578,97.2549362182617,-15.727699063456697,10.868606648421135,19563.49196715801
100.000030517578,88.2353210449219,-13.11852861998959,22.941444964854163,41294.60093673755
100.000030517578,82.7451248168945,16.742851665888693,19.13705677557315,62941.779734860276
100.000030517578,82.7451248168945,16.8989107643727,19.140113204457023,62970.97244266379
62.7451171875,61.9608039855957,10.806160855977197,10.810054985075348,6486.03299104521
62.7451171875,60.7843322753906,16.175765535814293,16.52778861681355,9903.387579810333
61.9608039855957,59.215705871582,90.2559936184552,16.296263705525345,9759.459610912661
60.7843322753906,58.4313926696777,14.734639819370003,15.202242413522223,9107.369753668907
59.215705871582,57.6470756530762,2.321198887612013,13.750676252555458,8239.08630708883
58.4313926696777,55.2941360473633,47.48355044516501,20.32075731887267,12183.070706860683
57.6470756530762,54.9019775390625,-16.618529128457,26.241554509118796,15714.945726304722
55.2941360473633,51.764720916748,6.805236488958002,24.26281460568855,14539.689631468726
54.9019775390625,50.1960945129395,6.451959119455012,22.017650404048585,13180.629304929113
62.7451171875,57.6470756530762,103.1745945354406,13.618998314385381,24514.196965893683
60.7843322753906,51.764720916748,72.55371294299299,19.928604779361144,35857.5129084057
62.7451171875,49.8039360046387,105.9282106172576,17.016679428995946,55950.84196253868
62.7451171875,49.8039360046387,105.9314527768916,17.011505613420088,55950.84196253868
74.901985168457,74.901985168457,3.6167963855239975,9.67183550201436,5803.1013012086205
74.901985168457,73.7255172729492,10.386315088510997,18.160807510713347,10896.484506428022
74.901985168457,72.9412002563477,-29.74597232059901,17.85054997637607,10686.731895680317
73.7255172729492,71.7647323608398,-54.42098045696699,20.84946130908628,12494.27313961842
72.9412002563477,70.5882568359375,-34.53248975309302,25.713668240220215,15400.796430077662
71.7647323608398,69.0196304321289,-44.536010815038,27.231528587887507,16313.830346150407
70.5882568359375,67.0588455200195,-10.174467545947977,28.374645613257375,16997.877644076503
69.0196304321289,64.3137435913086,4.552012215513997,29.571629076464692,17715.694460065715
67.0588455200195,61.9608039855957,-11.000453166056985,29.311787416510313,17557.172276295052
64.3137435913086,60.0000190734863,-8.38148543985099,28.849848020297767,17280.099784400845
61.9608039855957,58.039234161377,-40.5934559147704,29.048437516832703,17399.583343300357
60.0000190734863,55.6862907409668,-21.279503837996103,28.973177073758052,17356.467008209816
74.901985168457,70.5882568359375,-61.12145781298,17.74535123953688,31941.632231166383
73.7255172729492,64.3137435913086,-94.34544604519999,25.884206324479496,46576.167738229706
70.5882568359375,58.039234161377,-61.581145161073394,28.911623515533464,52014.01260408215
74.901985168457,58.039234161377,-122.8227838430134,23.328487377535176,83982.55455912642
74.901985168457,55.6862907409668,-121.5884124210578,23.84087790401939,94982.05756961307
74.901985168457,55.6862907409668,-121.5580739796107,23.842091288554833,95010.73378489085
99.2157211303711,98.0392456054688,-0.5055621038167004,9.260821612980568,5556.4929677883465
98.4314041137695,97.647087097168,-12.890277911351703,10.425875235321707,6240.099793970806
98.0392456054688,96.4706192016602,-12.227337377083003,12.868637954176585,7713.196661394833
97.647087097168,93.333366394043,-13.430224448466788,21.47664215575263,12872.877654297763
96.4706192016602,89.8039474487305,9.321015786918593,28.335564964485346,16975.11936063566
93.333366394043,87.4510116577148,4.962503233196301,29.179079865595245,17478.26823129425
89.8039474487305,84.3137512207031,-4.536311032626401,29.173419428865017,17474.845928152303
87.4510116577148,80.7843399047852,11.55851697667211,29.167607067387404,17471.271705710133
