V,I,T,SOC
0.9669601764069421,0.748900306059128,0.9206781456376754,1.0
0.9660198146766882,0.7469921660077619,0.9206772583406775,0.9999899999999999
0.9659013987551001,0.7469922325564541,0.9178451837825375,0.999983331245302
0.9657829828335127,0.7470983045172915,0.9178451837825375,0.9999733333333333
0.9656645669119253,0.7469921660077619,0.9178451837825375,0.9999633333333334
0.9656645669119253,0.7470982379685992,0.9178451837825375,0.9999566614465881
0.9655531166327839,0.7469921660077619,0.9178451837825375,0.9999466666666667
0.9655531166327839,0.7469921660077619,0.9178451837825375,0.9999366666666667
0.9654347007111965,0.7469921660077619,0.9178451837825375,0.9999299916478743
0.9654347007111965,0.7470981048712143,0.9178451837825375,0.99992
0.9653162847896091,0.7469921660077619,0.9178451837825375,0.99991
0.9653162847896091,0.7470980383225219,0.9178451837825375,0.9999033218491605
0.9651978688680211,0.7470980050481758,0.9178451837825375,0.9998933333333334
0.9651978688680211,0.7469921660077619,0.9178451837825375,0.9998833333333333
0.9651978688680211,0.7469921660077619,0.9178451837825375,0.9998766520504468
0.9650794529464336,0.7470984043403303,0.9178451837825375,0.9998666666666667
0.9650794529464336,0.7469921660077619,0.9206781456376754,0.9998566666666666
0.9649610370248461,0.7469921660077619,0.9178451837825375,0.99985
0.9649610370248461,0.7469921660077619,0.9178451837825375,0.99984
0.9649610370248461,0.7469921660077619,0.9178451837825375,0.9998333134970351
0.9648426211032588,0.7469928314946859,0.9178451837825375,0.9998233333333334
0.9626035820107833,0.7405018843946183,0.9178451837825375,0.9998133114090035
0.9557887441526148,0.7233068649794833,0.9178451837825375,0.9997765977616303
0.9472165668590635,0.7037061236693445,0.9178451837825375,0.9996899039505553
0.9378164066340144,0.6819525811353168,0.9178451837825375,0.9995632080514492
0.9272557491715552,0.6596040872601394,0.917867366207487,0.9993831506305856
0.9189237220443319,0.6434035188633719,0.9206781456376754,0.9991564766558089
0.9301783872681436,0.7135450650886824,0.9206781456376754,0.9989199436231521
0.94263744104353,0.7107966692109517,0.9178451837825375,0.9988532164035747
0.9221190743802509,0.6100435206942736,0.9178451837825375,0.9987230608452351
0.9140934294914045,0.6812786949863344,0.9178451837825375,0.998423176730978
0.9302254079726623,0.6897964003468164,0.9178451837825375,0.9982698705420529
0.938818377036961,0.7134967404697351,0.9178451837825375,0.998149933182995
0.9500749184987152,0.7520975164047794,0.9178451837825375,0.9981033333333333
0.9587323572804011,0.7597421915137469,0.9178451837825375,0.9981100354965339
0.9615422046785544,0.7635264168790435,0.9178451837825375,0.9981367032072163
0.9615343092074903,0.7606474453700043,0.9178451837825375,0.9981633709178986
0.9620144659861262,0.7611030085512209,0.9178451837825375,0.9981833333333333
0.9727348493299965,0.8187022688385848,0.9178451837825375,0.9982201586903866
0.9768098614263716,0.7937500265679746,0.9178451837825375,0.9983267888165038
0.9685084235226321,0.7460845808676232,0.9178451837825375,0.9984132915727053
0.9548482318869909,0.7334851594198272,0.9178451837825375,0.9983866238620229
0.9518084380025773,0.7282301633957693,0.9178451837825375,0.9983366228180072
0.9495666390949885,0.7235307417735731,0.9178451837825375,0.9982832435479829
0.9424884293534418,0.7056352846849445,0.9178451837825375,0.9982131495865697
0.9275375230221424,0.6681273959425358,0.9178451837825375,0.9980796711350539
0.9140952699499258,0.6408260794276657,0.9150122219273995,0.9978462824688883
0.9110851904385144,0.6404179325797272,0.9178451837825375,0.9975896074500961
0.9251980205508513,0.721451260025643,0.9178451837825375,0.9973698997744926
0.9450512944611501,0.7340673850652566,0.9178451837825375,0.9973066666666667
0.9495698810596201,0.741240357635318,0.9178451837825375,0.9972899477992149
0.9591951243876475,0.7738475548642003,0.9178451837825375,0.9972701064896016
0.9762347591538101,0.8061629308777339,0.9178451837825375,0.997370217155266
0.976928907851175,0.8013847035417699,0.9178451837825375,0.99749349933183
0.9747826522156475,0.7913286411904233,0.9178451837825375,0.9976034460870292
0.9650805167297136,0.7457406352849598,0.9178451837825375,0.9976699425791363
0.9397813827775126,0.6732622891498016,0.9178451837825375,0.9976296492107242
0.9178279061464955,0.6473417005992512,0.9178451837825375,0.9974229167710682
0.9116620921541639,0.6398526317745221,0.9178451837825375,0.9971728489100475
0.9104849356691589,0.6423870808849074,0.9178451837825375,0.9969262354881817
0.914660937363642,0.659203353702575,0.9178451837825375,0.9966896241543473
0.9258320380038217,0.6912570482215857,0.9178451837825375,0.9965164756117932
0.9337500230505044,0.7101437685162371,0.9178451837825375,0.9964198058130794
0.937165732551457,0.7189857285851476,0.9178451837825375,0.9963365351206882
0.9453004126085102,0.7520060313194206,0.9178451837825375,0.9962833333333333
0.9494146930560251,0.7444487604832014,0.9178451837825375,0.9962865988056461
0.9427292449297372,0.7272610248744418,0.9206781456376754,0.9962531955232606
0.9400900448631588,0.722234563403053,0.9206781456376754,0.9961832633842813
0.9433930692586026,0.7315987350386544,0.9206781456376754,0.9961265956735988
0.9460632490679584,0.7371348257206581,0.9206781456376754,0.9960965946295833
0.945223282648353,0.7339109908289029,0.9206781456376754,0.9960632602522342
0.9381059494186886,0.713806847186112,0.9206781456376754,0.9960164442913221
0.9312628837788371,0.6994978113545635,0.9206781456376754,0.9959031078259417
0.9349714984573912,0.7128299555341541,0.9206781456376754,0.9957898475737075
0.9440273842916362,0.7369174697885792,0.9206781456376754,0.9957332560761714
0.9513678903522524,0.7544940033429361,0.9206781456376754,0.9957266666666666
0.9486471987268005,0.7197319535527166,0.9206781456376754,0.99573650797628
0.9376659070436046,0.7138827025571861,0.9206781456376754,0.9956731725549153
0.9304061184846277,0.6972917728404608,0.9206781456376754,0.9955730076004343
0.9338560872177466,0.7296093338347347,0.9206781456376754,0.9954498350455191
0.9448323915986889,0.7397402304246604,0.9206781456376754,0.9954033333333333
0.9412066376963731,0.7042746062039276,0.9206781456376754,0.9953864129708511
0.9292207829111944,0.696313732807629,0.9178451837825375,0.9952796575628496
0.9222963452680978,0.6807313416615925,0.9178451837825375,0.995142900066817
0.9134596616217153,0.6598967530199878,0.9178451837825375,0.9949693861187673
0.9119773359079789,0.6631796549713941,0.9178451837825375,0.9947462229599933
0.9187432951497306,0.6827629754455847,0.9206781456376754,0.9945763075252652
0.9234386159447291,0.6963345026285359,0.9206781456376754,0.9944396366825358
0.9257413982578064,0.7018333698453456,0.9206781456376754,0.9943296325064729
0.9255113029815156,0.7011975334051668,0.9178451837825375,0.9942163879144742
0.929115113190255,0.7128627567607504,0.9178451837825375,0.9941098120771737
0.9369568344005754,0.7323924051945983,0.9178451837825375,0.9940499049945711
0.9389903346807548,0.7348359133071763,0.9178451837825375,0.9940199039505554
0.9379586904839066,0.731517473886101,0.9178451837825375,0.9939765695732063
0.9355526539971574,0.7235301458248332,0.9206781456376754,0.9939330389209053
0.927892978045748,0.703314524933642,0.9179294769973452,0.9938529366073666
0.9333645093860515,0.7512672048247436,0.9206781456376754,0.993736766892174
0.9471330847426339,0.7563908181586237,0.9206781456376754,0.9937433333333333
0.9482497635337256,0.7558372954321527,0.9206781456376754,0.99376
0.9400655647576825,0.6977245233638788,0.9206781456376754,0.9937530232606698
0.9249785443449822,0.6939489630802591,0.9206781456376754,0.9936429157270524
